label,articles,result,gemini labels
0,"Objective data show there has been a gradual increase in global precipitation and soil moisture as our planet warms . Warmer temperatures evaporate more water from the oceans , which in turn stimulates more frequent precipitation over continental land masses . The result of this enhanced precipitation is an improvement in soil moisture at almost all sites in the Global Soil Moisture Data Bank . If declining precipitation and declining soil moisture are military threat multipliers , than global warming is creating a safer , more peaceful world .",0,0
0,"Also , the modest recent warming is producing U.S. and global crop production records virtually every year , creating billions of dollars in new economic and human welfare benefits each and every year .",1,0
0,Cato Institute scientists Patrick Michaels and Chip Knappenberger have noted the climate models have been over-hyping warming for decades . Scientist John Christy of the University of Alabama-Huntsville has testified before Congress on the matter . Christy ’ s research has shown climate models show 2.5 times more warming in the bulk atmosphere than has been observed . ...,0,1
0,"Howard Browman , a marine scientist for 35 years , has published a review in the ICES Journal of Marine Science of all the papers published on the subject . His verdict could hardly be more damning . The methodology used by the studies was often flawed ; contrary studies suggesting that ocean acidification wasn ’ t a threat had sometimes had difficulty finding a publisher .",0,1
0,"In June last year , a severe heatwave claimed over 1,000 lives in Karachi , Pakistan . Severe drought caused food shortages for millions of people in Ethiopia , with a lack of rainfall resulting in “ intense and widespread ” forest fires in Indonesia that belched out a vast quantity of greenhouse gas .",0,1
0,The rate of sea-level rise has not accelerated .,1,1
0,Just because we are alive today does not mean we change major planetary systems that operated for billions of years .,0,0
0,,0,1
0,"“ The predictions of what ’ s going to happen over the next 20 , 30 , 40 years — it ’ s real , ” said Mr. Tuckman , the founder of a company offering creative services to the retail industry .",1,0
0,"In the past decade China has increased its carbon dioxide emissions by 53 per cent , 12 times Australia ’ s total carbon dioxide output of 1.3 per cent of the global total .",0,0
0,"At six feet , though , around 12 million people in the United States would be displaced , and the world ’ s most vulnerable megacities , like Shanghai , Mumbai , and Ho Chi Minh City , could be wiped off the map .",0,1
0,And then you get scared .,1,1
0,"Extreme melting and changes to the climate may have released pressure on to the continent , allowing the ground to rise up , a Nature report claims .",0,1
0,Australia ’ s symbolic suicidal climate policy just makes everybody poorer .,1,0
0,"As the BBC reported in May , scientists suspect smallpox and the bubonic plague are trapped in Siberian ice , too — an abridged history of devastating human sickness , left out like egg salad in the Arctic sun .",0,1
0,,0,1
0,"The highest record temperature ever reported was 136 degrees Fahrenheit in Libya in 1922 . The record high temperature for the United States was 134 degrees Fahrenheit in Death Valley , California in 1913 . Fossil fuel emissions in 1913 and 1922 were negligible compared to today .",0,1
0,"Without carbon dioxide , there would be no complex life on earth .",0,1
0,"News flash , Mr. President : Alaska has been buffeted by cyclical swings in climate for thousands of years . That ’ s true for the rest of the world , too . There was a 300-year-long Medieval heat wave , followed by a Little Ice Age that began around 1300 , and then the 300-year warming period we ’ re in now .",1,0
0,"Brazil , the world ’ s largest exporter of red meat , holds around 212 million cattle . ( In June , the U.S. temporarily suspended imports of beef from Brazil due to abscesses , collections of pus , in the meat . )",0,1
0,"Those eruptions meant there was more subsequent warming in the following years , making the rate of warming appear to be rising as a result of man-made emissions or other factors , Christy said .",0,1
0,"If global warming is “ real , ”
both sides of the debate seem to assume , the climate lobby ’ s policy agenda follows
inexorably .",0,1
0,"He said that he and his students cried when he showed them maps of the damage , which he had calculated in part by flying low in small planes and helicopters .",1,1
0,"On our current trajectory , the report warns , “ planetary and human systems [ are ] reaching a ‘ point of no return ’ by mid-century , in which the prospect of a largely uninhabitable Earth leads to the breakdown of nations and the international order . ”",0,0
0,A harrowing scenario analysis of how human civilization might collapse in coming decades due to climate change has been endorsed by a former Australian defense chief and senior royal navy commander .,1,1
0,Alarmist attempts to frame thriving forests as harmful perfectly illustrate the alarmists ’ proclivity to claim anything and everything – no matter how beneficial – is severely harmful and caused by global warming .,1,0
0,"The Chinese “ airpocalypse ” of 2013 peaked at what would have been an Air Quality Index of over 800 . That year , smog was responsible for a third of all deaths in the country .",0,1
0,"Update Jan. 25 , 2016 : As I predicted in this article , global warming activists have indeed made a full-blown public relations effort to claim 2015 was the warmest year on record .",0,1
0,"Global warming alarmism provides them , more than any other issue , with the things they
most want : For politicians it ’ s money and power . For environmentalists it ’ s money for their
organizations and confirmation of their near religious devotion to the idea that man is a
destructive force acting upon nature . And for the media it ’ s ideology , money , and headlines .",0,0
0,"As long as the ice-water mix is well-stirred ( like a glass of ice water ) , the surface temperature stays at the freezing point until all the ice melts .",0,1
0,The sea has crept up to the point that a high tide and a brisk wind are all it takes to send water pouring into streets and homes .,0,1
0,The international team onboard the Russian research ship R/V Akademik Keldysh said most of the bubbles were currently dissolving in the water but methane levels at the surface were four to eight times what would normally be expected and this was venting into the atmosphere .,1,1
0,"While it 's too soon to say precisely how global warming may have affected the rare confluence of events that conspired to dump at least 26.88 inches of rain in less than four days on South Carolina , changes in extreme precipitation events are one of global warming 's most well-documented climate change impacts .",0,1
0,Any increase in flooding activity is due to human alterations of river and stream flow rather than precipitation changes .,0,0
0,"Still , the shift is precisely what he and other cyclone experts said would be expected from climate change .",0,1
0,“ This has been the saddest research trip of my life ”,0,1
0,Eight countries control land in the Arctic Circle . Five have coastlines to defend . The temperature is rising . The ice is melting . The race for newly accessible resources is beginning . And Russia is gaining ground .,0,1
0,You ’ ve only got to look at Singapore .,0,1
0,"Meanwhile , Mr Beckwith confirmed the changes would usher in a sustained period of “ climate system mayhem ” which could prove difficult to resolve .",0,1
0,"Temperature , like viscosity and density , and of course phone numbers , is not something that can be meaningfully averaged . “ Global temperature ” does not exist .",0,0
0,"The Little Ice Age
ended as recently as 1850 . Therefore , it is no surprise that we now are expe riencing a period of warming .",0,0
0,"By ignoring history and geology , any claim of unusual weather can be made sensational .",1,1
1,"Coach talks with football player, other players and crowd in background. Thus, a football coach talks with his player in front of the team and the crowd.",1,0
1,"Two men watching one man make a golf putt on the set of Sports Center. As a consequence, people watching sports.",0,0
1,"Six women wait to use a port-o-john in a field. Thus, women are outside.",1,1
1,Women wearing a black top and glasses speaking into a blue tipped microphone with another woman beside her writing. It follows that one woman speaking into a microphone while a second woman writes beside her.,0,1
1,"One tan girl with a wool hat is running and leaning over an object, while another person in a wool hat is sitting on the ground. Therefore, a tan girl runs leans over an object.",1,0
1,A scientist studies a slide in order to work on her new creation. It follows that a scientist studies a slide that is related to her invention.,0,1
1,"A red dog jumps and catches a tennis ball in its mouth. Consequently, a dog catching a ball.",1,1
1,"A group of dogs stand in the snow. Thus, there are animals outdoors.",1,1
1,This person looks to be snowboarding on a very small pile of snow on a sunny cold day. This implies that young snowboarder sizing up their next jump.,0,0
1,"A large number of people are watching men dressed in kilts, one of whom has thrown a long pole. As a consequence, people watch men in kilts.",1,0
1,"A boy is riding down the road between two cows. Consequently, a boy, a road and two cows.",0,0
1,A bald man is getting out of a small blue car. It follows that the man is bald.,1,1
1,"Young boys in green and blue jerseys kick around a soccer ball while other soccer games take place in the background. Thus, young boys kicking around a soccer ball.",1,1
1,"A girl playing a violin along with a group of people. Consequently, a girl is playing an instrument.",1,1
1,Two small boys in blue soccer uniforms use a wooden set of steps to wash their hands in an adult-sized bathroom. It follows that two boys washing their hands.,1,1
1,A soccer player in white kicks a ball as another soccer player lunges towards the ball and a third soccer player in red follows close by. This implies that there are three soccer players.,1,1
1,"Children playing a video game together. Thus, the kids are indoors playing a video game.",1,0
1,Two people in coats kiss on the side of a road. This implies that people show their appreciation for another.,1,0
1,Woman reading a book with a grocery tote. It follows that a woman is reading.,1,1
1,"A man wearing a brown hoodie is shopping for snacks. As a consequence, the man is wearing brown.",1,1
1,"A young man in a blue T-shirt and sweatpants stands over a stove and looks at the camera while another young man stands behind him. As a consequence, a man is in front of a camera.",0,1
1,"This church choir sings to the masses as they sing joyous songs from the book at a church. Therefore, the church is filled with song.",1,1
1,"A man and a woman are standing at the side of an inflatable climbing structure. As a consequence, a man and a woman are standing.",0,1
1,An asian teenager wearing a white shirt with black stripes is sitting on the steps with his face resting on his hand. This implies that the teenager is seated.,1,1
1,"Boy in red and black shirt walks through grass. Therefore, the boy is walking.",1,1
1,"These girls are having a great time looking for seashells. As a consequence, the girls are happy.",1,1
1,"Small girl in a pink dress is playing electronic drum pads with sticks. Consequently, a girl is playing electronic drums.",1,1
1,"A blond woman with a tattoo of on an angel on her arm walking down the street, a concrete wall in the background. As a consequence, a person with a tattoo.",1,0
1,"A tan dog chases a black and white soccer ball. Therefore, a dog is chasing a ball.",1,1
1,"A dusty boy runs along a dirt path through the grass. As a consequence, a boy is outside running.",1,0
1,"A guy with a football, a crowd watching him. Consequently, there is a guy holding a football.",0,1
1,Two women are tending to their herd of animals including cows and goats near a building made primarily of stone. It follows that the two women are taking care of a herd of animals.,1,1
1,"A boy and girl play together on a pile or rocks in a residential area. Thus, the boy and girl are outside.",0,1
1,"A boy stands in the middle of a crowd of teenagers. Thus, a person stands in the middle of a crowd of teenagers.",1,1
1,"Two men are standing in a boat. Thus, some people are in a boat.",1,1
1,An Asian woman dressed in a colorful outfit laughing. It follows that a woman is wearing colorful clothing.,1,1
1,"A woman in black reviews a message as she walks to work. Hence, the woman in black has a job.",1,1
1,"A shirtless man rock climbs. As a consequence, a man is outside.",1,1
1,"A man wearing a kilt has thrown a large pole. Therefore, a man is wearing a skirt.",1,0
1,"A man in a blue t-shirt is taking a picture while a woman with an umbrella walks behind him. Consequently, a man is taking a picture outdoors while a woman walks behind him.",0,0
1,"A child and a parent or older sibling going for a hike. Consequently, two people are going for a hike.",1,1
1,"Two kids in black trunks bouncing on a wet trampoline. Consequently, children play on trampolines outdoors.",0,0
1,"2 people with backpacks are at a table with a woman with a beige blazer sitting behind it. Thus, 2 people are at a table.",0,1
1,"A group stands and watches two men, apparently dressed in some sort of costume, wrestle on the ground. It follows that there are people wrestling.",1,1
1,"two girls looking out the window at ""Hair at Hart."" Hence, two people look out a window.",1,1
1,"A man visiting a friend in the hospital. Therefore, a man in a hospital receives a visiting friend.",1,1
1,"A schoolgirl is jumping over a low hurdle. Consequently, a girl is jumping over a hurdle.",0,1
1,"Young Asian girl is sitting on the ground in rubble. Hence, the young Asian girl is outside in the rubble.",1,1
1,"A group of women sing together while wearing matching black dresses. Thus, there are women singing.",1,1
1,Two boys in running clothes stretching. This implies that the boys are stretching.,0,1
1,A group of young men in a gym take turns scoring in basketball. This implies that guys are indoors.,1,1
1,"An Eastern vendor sits by his stall with a rooster nearby. Consequently, a rooster near a vendor.",1,1
1,"A bird is perched on a tree branch. Thus, a bird is perching in a tree.",1,1
1,"A man in an overcoat putting on his gloves at a subway station. Therefore, a person is in the subway station.",1,1
1,"Person with umbrella observes flooded streets with cars in the water. Consequently, a person is outside.",1,1
1,A group of people are camping out on some rocks. This implies that people are outdoors.,1,1
1,A choir made up of varying ages of people are performing. This implies that the choir is singing.,1,1
1,A man scales a rock climbing wall. It follows that a man rock climbing.,1,1
1,"A little white dog runs outside, their ears blown back in the wind. It follows that there is an animal outside.",1,1
1,"A bearded man sits near a white van. As a consequence, a man sitting outside near a van.",1,0
1,"Two children wearing hooded tops laughing with each other. Thus, children laugh.",1,0
1,"A man in glasses in a basement. Thus, the basement has a man in it.",1,1
1,A man in a white shirt speaks into a microphone as other men gather behind him at a public event. This implies that a man in a white shirt is making a speech in front of a crowd.,1,1
1,A brown and white dog is chained up near a red chair. It follows that the dog is chained to a chair.,0,0
1,"This is when daddy taught her how to ride her scooter. Consequently, daddy taught her.",1,0
1,"A small girl with short brown hair is pushing a pink scooter over grass with brown leaves with threes in the background. Therefore, the girl is outside.",1,1
1,"A man wearing a black cap is suspended in the air on a swing, as children are swinging on a swing set. Hence, a man in a black hat is swinging with some children.",0,0
1,"A man with a blue, collared shirt sits in front of another man. This implies that a man sits in front of another man.",1,1
1,"A young man in an orange shirt, maneuvers a skateboard at the top of a ramp. Therefore, a person rides a skateboard.",1,1
1,"A large group of people walking in a busy city at night. Consequently, people are walking a city.",0,0
1,"A group of people are walking by a van. Therefore, some people outdoors.",1,1
1,"A white and a black dog fighting in a fenced in room. As a consequence, the dogs are fighting.",0,0
1,"A white greyhound dog wearing a muzzle runs around a track. Hence, the dog is racing other dogs.",0,0
1,The pitcher is pitching the ball in a game of baseball. It follows that the pitcher throws the ball.,1,0
1,"Girl in a red coat, blue head wrap and jeans is making a snow angel. As a consequence, a girl outside plays in the snow.",1,0
1,"Men in an office with computers and a projector screen. Consequently, there are computers and a projector screen in the room.",1,0
1,"A small child in a red jacket is sitting on a man's shoulders and holding his head. Therefore, the child's hands are on the man's head.",0,1
1,Three girls are standing and talking to each other. It follows that three girls are talking.,1,1
1,"a man with a cap and not wearing shirt is laying a wooden bench. Consequently, a man relaxes on a bench.",0,0
1,"A man in a red shirt is being filmed by another man on a sports field with a huge audience of people watching and cheering. Therefore, the man is being filmed by another man.",1,0
1,"A man in a suit cheering in a library in front of children. Thus, a guy is cheering near some children.",1,1
1,A man in suit waiting for the green light. This implies that a man waits at a red light.,1,1
1,"A man smokes while leaning against a pillar, which has a ""missing person"" flier posted on it. Thus, a guy smoking against a wall with a flier on it.",0,1
1,"A woman is standing at a podium. Thus, a person is at a podium.",1,1
1,Four boys are about to be hit by an approaching wave. It follows that a wave is about hit some boys.,1,1
1,"people are sitting on a bench in front of buildings. Thus, some people are seated on a bench outside.",0,1
1,The skateboarder is jumping his board in the air while another skateboarder watches. This implies that a skateboarder is jumping.,1,1
1,"A man wearing a black hat and coat makes a face with a crowd behind him. As a consequence, a guy is standing near a crowd of people.",0,0
1,"A group of soldiers march in a parade. Thus, a group of people march in a parade.",1,1
1,The 3 dogs are cruising down the street. This implies that three dogs together.,1,1
1,"The gentleman is speaking while the others are listening. As a consequence, the man is being given respect.",1,0
1,"One child in black is walking down a hill covered in white snow while 2 children are on their knees. Thus, there are three children in this picture, and they are all outside.",1,1
1,A group of people are sight seeing and taking pictures. It follows that there are a group of people.,1,1
1,"Army men grilling a lot of meat while his troop looks on. Hence, some of the people here have been in the armed forces.",1,1
1,"The basketball player in red is challenging the player in white for the ball. Consequently, people are playing basketball.",1,0
1,"A older man with gray hair wearing a gray suit next to a green and yellow taxi. Thus, a older man with gray hair wearing a gray suit.",1,1
1,"A man drops something, reaching for it while a woman in a beige blazer discusses an important topic. Hence, a woman is talking while a man is reaching for something.",1,1
1,A crowd watching a skateboarder. This implies that a person is skateboarding.,0,1
1,"A male guitar player is vigorously singing a not to a song in a poorly lit room. As a consequence, a man is singing indoors.",1,1
1,"The sun breaks through the trees as a child rides a swing. Thus, a child rides a swing in the daytime.",0,1
